prompt,response
"The molecule is a pyridinecarboxamide that is pyridine in which the hydrogen at position 3 is replaced by a carboxamide group. It has a role as an EC 2.4.2.30 (NAD(+) ADP-ribosyltransferase) inhibitor, a metabolite, a cofactor, an antioxidant, a neuroprotective agent, an EC 3.5.1.98 (histone deacetylase) inhibitor, an anti-inflammatory agent, a Sir2 inhibitor, a Saccharomyces cerevisiae metabolite, an Escherichia coli metabolite and a mouse metabolite. It is a pyridinecarboxamide and a pyridine alkaloid. It derives from a nicotinic acid.",[N][=C][Branch1][C][O][C][=C][C][=C][N][=C][Ring1][=Branch1]
"The molecule is a member of the class of benzamides resulting from the formal condensation of the carboxy group of 2-iodobenzoic acid with the amino group of glycine. It is a N-acylglycine, an organoiodine compound and a member of benzamides. It is a conjugate acid of a 2-iodohippurate.",[O][=C][Branch1][C][O][C][N][=C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][I]
The molecule is a N-acylsphingosine 1-phosphate(2-) in which the N-acyl group is specified as acetyl; major species at pH 7.3. It is a conjugate base of a N-acetylsphingosine 1-phosphate.,[C][C][C][C][C][C][C][C][C][C][C][C][C][/C][=C][/C@@H1][Branch1][C][O][C@H1][Branch1][O][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][N][=C][Branch1][C][C][O-1]
"The molecule is a tensyuic acid that is tensyuic acid B in which the non-conjugated carboxy group has been converted to the corresponding methyl ester. The (+)-isomer, isolated from Aspergillus niger FKI-2342. It has a role as an Aspergillus metabolite. It is a tensyuic acid and a methyl ester. It derives from a tensyuic acid B.",[C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][N][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][O][C]
"The molecule is an alpha,omega-dicarboxylic acid that is the 1,6-dicarboxy derivative of hexane. It has a role as a human metabolite. It is a conjugate acid of a suberate(2-) and a suberate.",[O][=C][Branch1][C][O][C][C][C][C][C][C][C][=Branch1][C][=O][O]
The molecule is a dihydroxyflavanone that is (2S)-flavanone substituted by hydroxy groups at position 7 and 4' and a geranyl group at position 8. It has a role as a plant metabolite. It is a dihydroxyflavanone and a member of 4'-hydroxyflavanones. It derives from a (2S)-flavanone.,[C][C][Branch1][C][C][=C][C][C][/C][Branch1][C][C][=C][/C][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1][O][C@H1][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][C][Ring1][=N][=O]
"The molecule is an icosatrienoic acid having three cis- double bonds at positions 11, 14 and 17. It is a fatty acid 20:3 and an omega-3 fatty acid. It is a conjugate acid of an (11Z,14Z,17Z)-icosatrienoate.",[C][C][/C][=C][\C][/C][=C][\C][/C][=C][\C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
"The molecule is a cholestanoid that zymosterol in which the two methyl groups at positions 26 and 27 have been replaced by a cyclopropane ring. It has a role as a Brassica napus metabolite and a sterol methyltransferase inhibitor. It is a 3beta-sterol, a cholestanoid and a member of cyclopropanes. It derives from a zymosterol. It derives from a hydride of a 5alpha-cholestane.",[C][C@H1][Branch1][=Branch2][C][C][C][=C][C][C][Ring1][Ring1][C@H1][C][C][C@H1][C][=C][Branch1][=Branch2][C][C][C@][Ring1][=Branch2][Ring1][=Branch1][C][C@@][Branch1][C][C][C][C][C@H1][Branch1][C][O][C][C@@H1][Ring1][Branch2][C][C][Ring1][S]
The molecule is a 1-alkyl-sn-glycerol 3-phosphate in which the alkyl group is specified as oleyl. It derives from a (9Z)-octadecen-1-ol. It is a conjugate acid of a 1-oleyl-sn-glycero-3-phosphate(2-).,[C][C][C][C][C][C][C][C][/C][=C][\C][C][C][C][C][C][C][C][O][C][C@@H1][Branch1][C][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O]
The molecule is a sulfuric amide and a member of ureas. It has a role as an EC 2.2.1.6 (acetolactate synthase) inhibitor.,[N][=C][Branch1][C][O][N][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=N][O]
The molecule is an organic cation obtained by protonation of the imidazole group of (R)-isoconazole. It is a conjugate acid of a (R)-isoconazole. It is an enantiomer of a (S)-isoconazole(1+).,[Cl][C][=C][C][=C][Branch2][Ring1][#Branch2][C@H1][Branch1][=Branch2][C][N][C][=C][NH1+1][=C][Ring1][Branch1][O][C][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl][C][Branch1][C][Cl][=C][Ring2][Ring1][Branch2]
"The molecule is a polyunsaturated fatty acid anion that is the conjugate base of resolvin D1, obtained by deprotonation of the carboxy group; major species at pH 7.3. It has a role as an anti-inflammatory agent. It is a hydroxy fatty acid anion and a polyunsaturated fatty acid anion. It is a conjugate base of a resolvin D1.",[C][C][/C][=C][\C][C@H1][Branch1][C][O][/C][=C][/C][=C][\C][=C][\C][=C][\C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C][/C][=C][\C][C][C][=Branch1][C][=O][O-1]
"The molecule is a (5Z,11Z,14Z)-8,9-dihydroxyicosatrienoate obtained by deprotonation of the carboxy group of (5Z,8R,9R,11Z,14Z)-8,9-dihydroxyicosatrienoic acid; major species at pH 7.3. It is a conjugate base of a (5Z,8R,9R,11Z,14Z)-8,9-dihydroxyicosatrienoic acid. It is an enantiomer of a (5Z,8S,9S,11Z,14Z)-8,9-dihydroxyicosatrienoate.",[C][C][C][C][C][/C][=C][\C][/C][=C][\C][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C][/C][=C][\C][C][C][C][=Branch1][C][=O][O-1]
The molecule is a homoallylic alcohol that is 2-methylpent-2-ene in which a hydrogen of the methyl group at position 5 has been replaced by a hydroxy group. It has a role as a plant metabolite. It is a homoallylic alcohol and a primary alcohol.,[C][C][Branch1][C][C][=C][C][C][O]
The molecule is a phosphatidylglycerol in which the 1- and 2-acyl groups are specified as palmitoyl and oleoyl respectively. It derives from a hexadecanoic acid and an oleic acid. It is a conjugate acid of a 1-palmitoyl-2-oleoyl-sn-glycero-3-phosphoglycerol(1-).,[C][C][C][C][C][C][C][C][/C][=C][\C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C@H1][Branch2][Ring1][=Branch1][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][Branch1][C][O][C][O]
"The molecule is a 1-ribosylimidazolecarboxamide in which the carboxamide group is situated at position 4 of the imidazole ring, which is further substituted at position 5 by an amino group. A purine nucleoside analogue and activator of AMP-activated protein kinase, it is is used for the treatment of acute lymphoblastic leukemia and is reported to have cardioprotective effects. It has a role as a platelet aggregation inhibitor and an antineoplastic agent. It is an aminoimidazole, a nucleoside analogue and a 1-ribosylimidazolecarboxamide.",[N][=C][Branch1][C][O][C][N][=C][N][Branch1][S][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Ring1][Branch2][O][C][=Ring1][=C][N]
"The molecule is the principal alkaloid of the plant family Calycanthaceae. It is a calycanthaceous alkaloid, an aminal and an organonitrogen heterocyclic compound. It derives from a hydride of a calycanine.",[C][N][C][C][C@][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C@H1][Ring1][N][C@][Ring1][#Branch2][C][C][N][Branch1][C][C][C@H1][Ring1][#C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N]
"The molecule is a tetrahydroxyflavan that is (2S)-flavan substituted by hydroxy groups at positions 3, 7, 3' and 4'. It has a role as an EC 3.2.1.20 (alpha-glucosidase) inhibitor and a plant metabolite. It is a tetrahydroxyflavan and a catechin. It derives from a hydride of a (2S)-flavan.",[O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C@H1][Branch1][#C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C@@H1][Branch1][C][O][C][Ring1][S]
The molecule is a phosphatidylglycerol 12:0 in which the acyl groups at C-1 and C-2 are both hexanoyl. It is a phosphatidylglycerol 12:0 and a hexanoate ester.,[C][C][C][C][C][C][=Branch1][C][=O][O][C][C@H1][Branch2][Ring1][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C@@H1][Branch1][C][O][C][O][O][C][=Branch1][C][=O][C][C][C][C][C]
"The molecule is a beta-alanine derivative that is propanoic acid in which one of the methyl hydrogens at position 3 is replaced by a (2-hydroxyethyl)nitrilo group. It is a secondary amino compound, a beta-alanine derivative and a primary alcohol. It derives from a beta-alanine.",[O][=C][Branch1][C][O][C][C][N][C][C][O]
"The molecule is an organic heterotricyclic compound that is 1H-benzo[g]isochromene-8,9-dione substituted by an ethoxy group at position 1, hydroxy group at position 10, a methoxy group at position 7 and a 4-methylhex-2-en-2-yl group at position 3. Isolated from the stem of the fruiting bodies of the basidiomycete strain Laccaria amethystea, it exhibits inhibitory activity against proteases. It has a role as a metabolite and a protease inhibitor. It is a member of isochromenes, an organic heterotricyclic compound, a member of phenols, a member of orthoquinones, a cyclic acetal and an enol ether.",[C][C][O][C][O][C][Branch1][N][/C][Branch1][C][C][=C][/C][Branch1][C][C][C][C][=C][C][=C][C][=C][Branch1][O][C][Branch1][C][O][=C][Ring1][#Branch1][Ring2][Ring1][C][C][=Branch1][C][=O][C][=Branch1][C][=O][C][Branch1][Ring1][O][C][=C][Ring1][=N]
"The molecule is a 1-acyl-sn-glycero-3-phosphoethanolamine in which the acyl group is specified as 8Z,11Z,14Z,17Z-eicosapentaenoyl (omega-3-arachidonoyl). It has a role as a metabolite. It is a 1-acyl-sn-glycero-3-phosphoethanolamine and a lysophosphatidylethanolamine 20:4. It derives from an all-cis-8,11,14,17-icosatetraenoic acid.",[C][C][/C][=C][\C][/C][=C][\C][/C][=C][\C][/C][=C][\C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C@@H1][Branch1][C][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][N]
The molecule is the dianion obtained by removal of two protons from the phosphate group of D-glycero-beta-D-manno-heptose 7-phosphate. It is a conjugate base of a D-glycero-beta-D-manno-heptose 7-phosphate.,[O][=P][Branch1][C][O-1][Branch1][C][O-1][O][C][C@@H1][Branch1][C][O][C@H1][O][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][=Branch2][O]
"The molecule is an aminopropionitrile carrying an amino group at the beta-position. It has a role as a plant metabolite, an antineoplastic agent, an antirheumatic drug and a collagen cross-linking inhibitor. It is a conjugate base of a beta-ammoniopropionitrile.",[N][#C][C][C][N]
"The molecule is a steroid glucosiduronic acid obtained by formal condensation of the carboxy group of deoxycholic acid with the anomeric hydroxy group of beta-D-glucuronic acid. It has a role as a human urinary metabolite. It is a beta-D-glucosiduronic acid, an O-acyl carbohydrate and a steroid glucosiduronic acid. It derives from a deoxycholic acid. It is a conjugate acid of a deoxycholic acid 24-O-(beta-D-glucuronide)(1-).",[C][C@H1][Branch2][Ring1][=C][C][C][C][=Branch1][C][=O][O][C@@H1][O][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][O][O][C@H1][C][C][C@H1][C@@H1][C][C][C@@H1][C][C@H1][Branch1][C][O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][Ring1][N][C][C@H1][Branch1][C][O][C@][Ring2][Ring1][Ring2][Ring1][P][C]
The molecule is a carbocyclic fatty acid that is undecanoic acid substituted by a cyclopentyl group at position 11. It has a role as a metabolite.,[O][=C][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][Branch1]
"The molecule is an imidazotetrazine that is 3,4-dihydroimidazo[5,1-d][1,2,3,5]tetrazine which is substituted at positions 3, 4, and 8 by methyl, oxo, and carboxamide groups, respectively. A prodrug for MTIC (5-(3-methyltriaz-1-en-1-yl)-1H-imidazole-4-carboxamide, formed by spontaneous hydrolysis of temozolomide in the body), it is used as an oral alkylating agent for the treatment of newly diagnosed malignant glioblastoma multiforme (concomitantly with radiotherapy) and malignant melanoma. It has a role as an antineoplastic agent, a prodrug and an alkylating agent. It is an imidazotetrazine, a monocarboxylic acid amide and a triazene derivative.",[C][N][N][=N][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][N][=C][N][Ring1][Branch2][C][Ring1][N][=O]
"The molecule is an aflatoxin having a tetrahydrocyclopenta[c]furo[3',2':4,5]furo[2,3-h]chromene skeleton with oxygen functionality at positions 1, 4 and 11. It has a role as a human metabolite and a carcinogenic agent. It is an aflatoxin, an aromatic ether and an aromatic ketone.",[C][O][C][=C][C][=C][Branch2][Ring1][=Branch1][C][O][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][C][Ring1][O][=Ring1][#Branch1][C][C][C][Ring1][=Branch1][=O][C@@H1][C][=C][O][C@@H1][Ring1][Branch1][O][Ring2][Ring1][Ring1]
"The molecule is a methoxyisoflavone that is isoflavone substituted by a methoxy group at position 3', a prenyloxy group at position 4' and a dimethylpyran ring fused across positions 6 and 7. Isolated from Antheroporum pierrei, it exhibits antineoplastic activity. It has a role as a metabolite and a plant metabolite.",[C][O][C][=C][C][Branch2][Ring1][=C][C][=C][O][C][=C][C][=C][Branch1][=Branch2][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O][C][=C][C][Branch1][C][C][Branch1][C][C][O][Ring1][N][=C][C][=C][Ring2][Ring1][#Branch1][O][C][C][=C][Branch1][C][C][C]
The molecule is the conjugate acid of octopamine; major species at pH 7.3. It is an ammonium ion derivative and an organic cation. It is a conjugate acid of an octopamine.,[NH3+1][C][C][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]
The molecule is an N-acylglycine in which the acyl group is specified as 2-pyridylacetyl. It has a role as a metabolite. It is a member of pyridines and a N-acylglycine.,[O][=C][Branch1][C][O][C][N][=C][Branch1][C][O][C][C][=C][C][=C][C][=N][Ring1][=Branch1]
"The molecule is a diterpenoid that is 13,14,15,16-tetranorlabdane substituted by hydroxy grousp at positions 8, 12 and 18. It has been isolated from the aerial parts of Crassocephalum mannii and has been shown to exhibit COX-1 and COX-2 activity. It has a role as a plant metabolite, a cyclooxygenase 1 inhibitor and a cyclooxygenase 2 inhibitor. It is a tertiary alcohol, a diterpenoid and a triol.",[C][C@@][Branch1][Ring1][C][O][C][C][C][C@][Branch1][C][C][C@@H1][Branch1][Ring2][C][C][O][C@][Branch1][C][C][Branch1][C][O][C][C][C@@H1][Ring2][Ring1][C][Ring1][N]
"The molecule is a benzoate ester obtained by the formal condensation of o-orsellinic acid with (3S,4S)-1,3,4-trihydroxypentan-2-one. It has been isolated from Chaetomium globosum. It has a role as a Chaetomium metabolite. It is a benzoate ester, a member of resorcinols and a secondary alpha-hydroxy ketone.",[C][C][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][C@@H1][Branch1][C][O][C@H1][Branch1][C][C][O]
"The molecule is a polyunsaturated fatty acid anion that is the conjugate base of 9-HOTrE, obtained by deprotonation of the carboxy group; major species at pH 7.3. It is a long-chain fatty acid anion, a polyunsaturated fatty acid anion and a hydroxy fatty acid anion. It is a conjugate base of a 9-HOTrE.",[C][C][/C][=C][\C][/C][=C][\C][=C][\C][Branch1][C][O][C][C][C][C][C][C][C][C][=Branch1][C][=O][O-1]
The molecule is an organophosphate oxoanion obtained by deprotonation of the triphosphate OH groups of 7-methyl-GTP; major species at pH 7.3. It derives from a GTP(3-). It is a conjugate base of a 7-methyl-GTP.,[C][N+1][=C][N][Branch2][Ring2][#Branch2][C@@H1][O][C@H1][Branch2][Ring1][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O-1][O][P][=Branch1][C][=O][Branch1][C][O-1][O-1][C@@H1][Branch1][C][O][C@H1][Ring2][Ring1][Ring2][O][C][NH1][C][=Branch1][C][=N][N][=C][Branch1][C][O-1][C][=Ring1][Branch2][Ring2][Ring1][S]
"The molecule is a member of the class of chromenes that is 2H-1-benzopyran substituted by methyl groups at positions 2 and 2, an ethyl group at position 4 and a 4-methoxyphenyl group at position 3 respectively. It is a member of pyrrolidines, a monomethoxybenzene, a member of phenols and a member of chromenes.",[C][C][C][=C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][Branch1][C][C][Branch1][C][C][O][C][=C][Ring1][S][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][C][N][C][C][C][C][Ring1][Branch1]
The molecule is a tripeptide composed of three L-glutamic acid units joined by peptide linkages. It has a role as a metabolite. It derives from a L-glutamic acid.,[N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][Branch1][C][O][=N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][Branch1][C][O][=N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O]
"The molecule is a benzofuropyranochromene that is 1,2-dihydro-6H-[1]benzofuro[3,2-c]furo[3,2-g]chromene substituted at positions 6a and 9 by hydroxy groups and at position 2 by a prop-1-en-2-yl group. It has a role as an anti-estrogen, an antifungal agent and a phytoalexin.",[C][=C][Branch1][C][C][C@@H1][C][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][O][Ring1][=Branch2][O][C][C@@][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][O][C@@H1][Ring2][Ring1][C][Ring1][O]
"The molecule is a linear amino trisaccharide consisting of a chain of N-acetyl-beta-D-glucosamine, N-acetyl-beta-D-galactosamine and alpha-D-mannose residues linked sequentially (1->3) and (1->4). It is an amino trisaccharide, a galactosamine oligosaccharide and a glucosamine oligosaccharide.",[C][C][Branch1][C][O][=N][C@H1][C@H1][Branch2][Ring2][#C][O][C@H1][C@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][C@@H1][Branch2][Ring1][Branch1][O][C@H1][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][O][C@@H1][Ring1][=Branch2][C][O][C@@H1][Ring2][Ring1][Branch1][N][=C][Branch1][C][C][O][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@@H1][Ring2][Ring2][Ring1][O]
The molecule is a phosphatidylcholine 34:2 in which the 1- and 2-acyl groups are specified as (9Z)-hexadecenoyl (palmitoleoyl) and (9Z)-octadecenoyl (oleoyl) respectively. It has a role as a mouse metabolite. It derives from an oleic acid and a palmitoleic acid.,[C][C][C][C][C][C][/C][=C][\C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C@H1][Branch2][Ring1][Branch1][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][/C][=C][\C][C][C][C][C][C][C][C]
"The molecule is a straight-chain, unsaturated fatty acid anion that is the conjugate base of trans-parinaric acid, arising from deprotonation of the carboxylic acid group. It is a long-chain fatty acid anion, a straight-chain fatty acid anion and a polyunsaturated fatty acid anion. It is a conjugate base of a trans-parinaric acid.",[C][C][/C][=C][/C][=C][/C][=C][/C][=C][/C][C][C][C][C][C][C][C][=Branch1][C][=O][O-1]
The molecule is a phosphatidylcholine O-42:1 in which the alkyl and acyl groups specified at positions 1 and 2 are icosyl and (11Z)-docosenoyl respectively. It is a phosphatidylcholine O-42:1 and a 2-acyl-1-alkyl-sn-glycero-3-phosphocholine. It derives from a cetoleic acid.,[C][C][C][C][C][C][C][C][C][C][/C][=C][\C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C@H1][Branch2][Ring1][#Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C]
The molecule is an epoxide that is oxirane substituted by a phenyl group at position 3 and a 4-nitrophenyl group at position 2 (the trans-isomer). It is an epoxide and a C-nitro compound.,[O][=N+1][Branch1][C][O-1][C][=C][C][=C][Branch1][=C][C@@H1][O][C@H1][Ring1][Ring1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#C]
"The molecule is a 5-oxo monocarboxylic acid anion that is the conjugate base of tuberonic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3. It is a conjugate base of a tuberonic acid.",[O][=C][Branch1][C][O-1][C][C@H1][C][C][C][=Branch1][C][=O][C@H1][Ring1][=Branch1][C][/C][=C][\C][C][O]
The molecule is a polyphenol consisting of propane in which both methylene hydrogens at position 2 have been replaced by 2-hydroxyphenyl groups.,[C][C][Branch1][C][C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O]
The molecule is a 3-hydroxypentanoic acid in which the chiral centre at position 3 has R-configuration. It is a conjugate acid of a (R)-3-hydroxypentanoate. It is an enantiomer of a (S)-3-hydroxypentanoic acid.,[C][C][C@@H1][Branch1][C][O][C][C][=Branch1][C][=O][O]
"The molecule is a tripeptide composed of glycine, L-arginine and L-proline joined in sequence by peptide linkages. It derives from a glycine, a L-arginine and a L-proline.",[N][=C][Branch1][C][N][N][C][C][C][C@H1][Branch1][Branch2][N][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][O]
The molecule is a butyl 2-(4-{[5-(trifluoromethyl)pyridin-2-yl]oxy}phenoxy)propanoate that has S configuration. It is the inactive enantiomer of the herbicide fluazifop-P-butyl. It is an enantiomer of a fluazifop-P-butyl.,[C][C][C][C][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][O][C][=C][C][=C][Branch2][Ring1][Ring2][O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=N][Ring1][#Branch2][C][=C][Ring1][P]
The molecule is the hydroxypyrimidine that is pyrimidine mono-substituted at C-2 by a hydroxy group. It has a role as a Lewis base and an electron donor.,[O][C][=N][C][=C][C][=N][Ring1][=Branch1]
The molecule is a doubly-charged S-alkyl thiosulfate anion obtained by deprotonation of both thiosulfate OH grous of thiosultap. It is a conjugate base of a thiosultap(1-).,[C][N][Branch1][C][C][C][Branch1][O][C][S][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][S][S][=Branch1][C][=O][=Branch1][C][=O][O-1]
"The molecule is an amidobenzoate that is the conjugate base of N-octanoylanthranilic acid, arising from the deprotonation of the carboxy group. It derives from an anthranilate and an octanoic acid. It is a conjugate base of a N-octanoylanthranilic acid.",[C][C][C][C][C][C][C][C][Branch1][C][O-1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O]
The molecule is a one-carbon compound that is methanesulfonic acid in which the hydrogens attached to the methyl carbon have been replaced by fluorines. It is a one-carbon compound and a perfluoroalkanesulfonic acid. It is a conjugate acid of a triflate.,[O][=S][=Branch1][C][=O][Branch1][C][O][C][Branch1][C][F][Branch1][C][F][F]
"The molecule is an organic heterotricyclic compound, that is 5,10-dioxo-5,10-dihydro-1H-[1,4]thiazino[3,2-g]quinoline 4,4-dioxide substituted at position 7 by a carboxy group. It is an anti-inflmmatory alkaloid obtained from Aplidium. It has a role as a metabolite and an anti-inflammatory agent. It is a sulfone, an organic heterotricyclic compound, a monocarboxylic acid, an alkaloid and a member of p-quinones.",[O][=C][Branch1][C][O][C][=C][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Branch1][O][N][C][=C][S][Ring1][=Branch1][=Branch1][C][=O][=O][C][Ring1][=C][=O]
"The molecule is a monocarboxylic acid anion that is the conjugate base of m-hydroxyhippuric acid, obtained by deprotonation of the carboxy group; major species at pH 7.3. It is a monocarboxylic acid anion and a N-acylglycinate. It is a conjugate base of a m-hydroxyhippuric acid.",[O][=C][Branch1][C][O][C][N][=C][Branch1][C][O][C][=C][C][=C][C][Branch1][C][O-1][=C][Ring1][#Branch1]
"The molecule is a pyridinium cation with a 3-(triethylammonio)propyl substituent at the 1-position and a 6-[4-(dibutylamino)phenyl]hexa-1,3,5-trien-1-yl substituent at the 4-position. It has a role as a fluorochrome. It is a tertiary amine, a pyridinium ion and a quaternary ammonium ion.",[C][C][C][C][N][Branch1][Branch1][C][C][C][C][C][=C][C][=C][Branch2][Ring1][#C][C][=C][C][=C][C][=C][C][=C][C][=N+1][Branch1][#C][C][C][C][N+1][Branch1][Ring1][C][C][Branch1][Ring1][C][C][C][C][C][=C][Ring1][S][C][=C][Ring2][Ring1][N]
The molecule is a 1-acyl-sn-glycerol 3-phosphate(2-) obtained by deprotonation of the phosphate OH groups of 1-palmitoleoyl-sn-glycerol 3-phosphate It is a conjugate base of a 1-palmitoleoyl-sn-glycerol 3-phosphate.,[C][C][C][C][C][C][/C][=C][\C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C@@H1][Branch1][C][O][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O-1]
The molecule is a benzoate anion arising from deprotonation of the carboxy group of 2-formylbenzoic acid; major species at pH 7.3. It has a role as a bacterial xenobiotic metabolite and a mouse metabolite. It is a member of benzoates and an aldehydic acid anion. It is a conjugate base of a 2-formylbenzoic acid.,[O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1]
The molecule is an aminobenzoic acid that is anthranilic acid in which the hydrogen at position 3 is substituted by a methoxy group. It is a metabolite of kynurenine. It has a role as a mammalian metabolite. It is a member of benzoic acids and an aminobenzoic acid. It derives from an anthranilic acid. It is a conjugate acid of a 3-methoxyanthranilate.,[C][O][C][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][=Branch2][N]
The molecule is a germacranolide isolated from Laurus nobilis L. and which has been shown to exhibit allergenic activity. It has a role as an allergen and a metabolite.,[C][=C][C][=Branch1][C][=O][O][C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][/C@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][Ring2][Ring1][Ring2][Ring1][S]
"The molecule is a 1,2-diacyl-sn-glycerol 3-phosphate in which the acyl substituents at positions 1 and 2 are specified as gamma-linolenoyl and oleoyl respectively. It is a 1,2-diacyl-sn-glycerol 3-phosphate and an oleic acid. It derives from a gamma-linolenic acid. It is a conjugate acid of a 1-(gamma-linolenoyl)-2-oleoyl-sn-glycero-3-phosphate(2-).",[C][C][C][C][C][/C][=C][\C][/C][=C][\C][/C][=C][\C][C][C][C][C][=Branch1][C][=O][O][C][C@H1][Branch1][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][/C][=C][\C][C][C][C][C][C][C][C]
"The molecule is a member of the class of quinazolines that is 3,4-dihydroquinazolin-2-one which is substituted at positions 1, 4, and 6 by acetyl, pyridin-3-ylmethyl, and perfluoroisopropyl groups, respectively. An insecticide used to control sucking and chewing pests by disturbing their coordination and ability to feed. It has a role as an insecticide, a TRPV channel modulator and an agrochemical. It is a member of quinazolines, a member of pyridines, a member of acetamides and an organofluorine compound.",[C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][Branch1][O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][C][=C][C][Branch2][Ring1][#Branch1][C][Branch1][C][F][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][F][Branch1][C][F][F][=C][C][=C][Ring1][S][Ring2][Ring1][=N]
