prompt,response
The molecule is a tetrasaccharide derivative that is the tetrasaccharide phosphate corresponding to the oligosaccharide repeating unit of Leishmania major promastigote lipophosphoglycan. It has a role as an epitope. It is an oligosaccharide phosphate and a tetrasaccharide derivative.,C([C@H]1[C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)O[C@@H]4[C@H](O[C@@H]([C@H]([C@H]4O)O)O)CO)COP(=O)(O)O)O)CO)O)O)O)O)O
"The molecule is a member of the class of phenylureas that is N-(2-methoxyphenyl)urea in which one of the two protons on the free NH2 function has been replaced by a 2-naphthyl group. It is a member of naphthalenes, a member of phenylureas and a monomethoxybenzene.",COC1=CC=CC=C1NC(=O)NC2=CC3=CC=CC=C3C=C2
"The molecule is a sulfonamide obtained by formal condensation of the sulfonic acid group of 4-[(3-methoxy-4-methylbenzoyl)amino]benzenesulfonic acid with the primary aromatic amino group of N-(3,5-dimethoxyphenyl)quinoxaline-2,3-diamine. A dual PI3K/mTOR inhibitor used in cancer treatment. It has a role as an EC 2.7.1.137 (phosphatidylinositol 3-kinase) inhibitor, an antineoplastic agent and a mTOR inhibitor. It is a sulfonamide, a quinoxaline derivative, an aromatic amine, a member of benzamides and an aromatic ether.",CC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC4=CC=CC=C4N=C3NC5=CC(=CC(=C5)OC)OC)OC
"The molecule is an alpha-D-glucoside that is the 2-aminoethyl glycoside of a trisaccharide consisting of beta-D-glucosyl, alpha-D-glucosyl and alpha-D-galactosyl residues linked sequentially (1->4). It is a trisaccharide derivative and an alpha-D-galactoside.",C(CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O)O)N
The molecule is a nucleotide-sugar oxoanion that is the conjugate base of dTDP-D-ravidosamine arising from deprotonation of the diphosphate OH groups and protonation of the tertiary amino group; major microspecies at pH 7.3. It is a conjugate base of a dTDP-D-ravidosamine.,C[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)[NH+](C)C)O
The molecule is a purine 2'-deoxyribonucleoside 5'-triphosphate in which the 2'-deoxyribonucleoside moiety is 2'-deoxy-2-hydroxyadenosine. It is a conjugate acid of a 2-hydroxy-dATP(3-).,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(NC(=O)N=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O
"The molecule is a monohydroxyflavanone that is (2S)-flavanone substituted by a hydroxy group at position 7, a methoxy group at position 5 and a methyl group at position 8. It has been isolated from the buds of Cleistocalyx operculatus. It has a role as a plant metabolite. It is a monomethoxyflavanone and a monohydroxyflavanone. It derives from a (2S)-flavanone.",CC1=C2C(=C(C=C1O)OC)C(=O)C[C@H](O2)C3=CC=CC=C3
"The molecule is a piperidinecarboxylate ester that is the ethyl ester of difenoxin. It has a role as an antidiarrhoeal drug. It is a nitrile, a piperidinecarboxylate ester, a tertiary amine and an ethyl ester. It derives from a difenoxin.",CCOC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4
The molecule is a sialotriaosylceramide that is N-acetyl-beta-D-galactosaminyl-(1->4)-alpha-N-acetylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-N-acylsphingosine in which the acyl group on the sphingosine nitrogen is octadecanoyl. A constituent of natural ganglioside GM2. It has a role as an antigen. It is a N-acetyl-beta-D-galactosaminyl-(1->4)-alpha-N-acetylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-N-acylsphingosine and a sialotriaosylceramide. It is a conjugate acid of a ganglioside GM2 (18:0) (1-).,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)NC(=O)C)O[C@@]4(C[C@@H]([C@H]([C@@H](O4)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O
"The molecule is a hydroxyisoflavanone that is isoflavanone with hydroxy substituents at positions 5, 7, 2' and 4' and a prenyl group at position 8. It has a role as a phytoalexin, an antineoplastic agent and a metabolite. It is a conjugate acid of a kievitone-7-olate.",CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(CO2)C3=C(C=C(C=C3)O)O)C
The molecule is a zwitterion obtained by transfer of a proton from the sulfate to the amino group of 3-methoxytyramine sulfate; major species at pH 7.3. It is a tautomer of a 3-methoxytyramine sulfate.,COC1=C(C=CC(=C1)CC[NH3+])OS(=O)(=O)[O-]
"The molecule is a sesquiterpenoid that is solavetivone substituted by a hydroxy group at position 15. It has a role as a plant metabolite. It is a sesquiterpenoid, a spiro compound, a cyclic ketone and a primary alcohol. It derives from a solavetivone.",C[C@@H]1CC(=O)C=C([C@]12CC[C@H](C2)C(=C)C)CO
"The molecule is an organosulfonate oxoanion obtained by deprotonation of the sulfo group of 2'-(4-aminophenyl)-6-methyl[2,6'-bi-1,3-benzothiazole]-7-sulfonic acid. It is a conjugate base of a primuline (acid form).",CC1=C(C2=C(C=C1)N=C(S2)C3=CC4=C(C=C3)N=C(S4)C5=CC=C(C=C5)N)S(=O)(=O)[O-]
The molecule is an organophosphate oxoanion resulting from the removal of a total of three protons from the phosphate and carboxy groups of 1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate. It has a role as a Saccharomyces cerevisiae metabolite. It is an organophosphate oxoanion and a monocarboxylic acid anion. It is a conjugate base of a 1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate.,C1=CC=C(C(=C1)C(=O)[O-])NCC(=O)[C@@H]([C@@H](COP(=O)([O-])[O-])O)O
"The molecule is a platinum coordination entity that consists of a central platinum atom bound to chloro (x2), hydroxy (x2), amino, and cyclohexylamino groups. It has a role as an apoptosis inducer and an antineoplastic agent.",C1CCC(CC1)N.N.O.O.Cl[Pt]Cl
The molecule is a glycosylrhamnose consisting of alpha-D-rhamnose having an alpha-D-rhamnosyl residue attached at the 3-position. It has a role as an epitope.,C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O)O)O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)C)O)O)O)O
"The molecule is an organic chloride salt that is the monochloride salt of malachite green cation. Used as a green-coloured dye, as a counter-stain in histology, and for its anti-fungal properties in aquaculture. It has a role as a fluorochrome, a histological dye, an antifungal drug, a carcinogenic agent, a teratogenic agent, an environmental contaminant and an antibacterial agent. It contains a malachite green cation.",CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.[Cl-]
"The molecule is an organic phosphonate, a phosphonic ester and an organothiophosphate insecticide. It has a role as an EC 3.1.1.7 (acetylcholinesterase) inhibitor, an acaricide and an agrochemical.",CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-]
"The molecule is a cis-3-enoyl-CoA(4-) arising from deprotonation of the phosphate and diphosphate OH groups of cis-3-octenoyl-CoA; major species at pH 7.3. It is a cis-3-enoyl-CoA(4-), a monounsaturated fatty acyl-CoA(4-) and a medium-chain fatty acyl-CoA(4-). It is a conjugate base of a cis-3-octenoyl-CoA.",CCCC/C=C\\CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
"The molecule is an azaphilone that is 6H-2-benzopyran-6,8(7H)-dione carrying a 2-hydroxypropyl sunstyituent at position 3 as well as methyl and hydroxy substituents at position 7. It has a role as an Aspergillus metabolite. It is an azaphilone, a beta-diketone, a 2-benzopyran, a cyclic ketone, a polyketide, a secondary alcohol, a tertiary alcohol and a tertiary alpha-hydroxy ketone.",CC(CC1=CC2=CC(=O)C(C(=O)C2=CO1)(C)O)O
The molecule is an organic cation obtained by protonation of the anilino function of tricaine. It is an ammonium ion derivative and an organic cation. It is a conjugate acid of a tricaine.,CCOC(=O)C1=CC(=CC=C1)[NH3+]
"The molecule is a tetratriacontapentaenoate that is the conjugate base of (16Z,19Z,22Z,25Z,28Z)-tetratriacontapentaenoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3. It is a conjugate base of a (16Z,19Z,22Z,25Z,28Z)-tetratriacontapentaenoic acid.",CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCCCCCCCCCCCC(=O)[O-]
"The molecule is a tripeptide that is the 2-phenylethyl amide of L-arginyl-2,5,7-tri-tert-butyl-L-tryptophyl-L-arginine It has a role as an antimicrobial agent and a peptidomimetic. It is a tripeptide and a monocarboxylic acid amide.",CC(C)(C)C1=CC2=C(C(=C1)C(C)(C)C)NC(=C2C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCCC3=CC=CC=C3)NC(=O)[C@H](CCCN=C(N)N)N)C(C)(C)C
"The molecule is the dicarboxylic acid monoamide arising by formal condensation of the carboxylic acid group of the glycine residue of glutathione with ammonia. It is a glutathione derivative, a tripeptide and a dicarboxylic acid monoamide. It is a tautomer of a glutathione amide zwitterion.",C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)N)[C@@H](C(=O)O)N
The molecule is a member of the class of coumarins that is umbelliferone in which the hydroxy group at position 7 is replaced by an ethoxy group. It is an aromatic ether and a member of coumarins. It derives from an umbelliferone.,CCOC1=CC2=C(C=C1)C=CC(=O)O2
"The molecule is a sesquiterpene that is 1,6-dimethyl-4-(propan-2-yl)naphthalene in which the naphthalene ring has been hydrogenated at the 1, 2, 3, 4, 4a and 7 positions (the 1S,4R,4aS diastereoisomer). It is a sesquiterpene and a carbobicyclic compound.",C[C@H]1CC[C@@H]([C@@H]2C1=CCC(=C2)C)C(C)C
The molecule is an acyl-CoA(4-) oxoanion arising from deprotonation of the phosphate and diphosphate OH groups of 3-oxochol-4-en-24-oyl-CoA; major species at pH 7.3. It is a conjugate base of a 3-oxochol-4-en-24-oyl-CoA.,C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)[C@H]4CC[C@@H]5[C@@]4(CC[C@H]6[C@H]5CCC7=CC(=O)CC[C@]67C)C
"The molecule is a cyclopentenyl fatty acid composed of 6-tridecenoic acid having a 2-cyclopentenyl ring at position 13. It is a cyclopentenyl fatty acid, a long-chain fatty acid and a polyunsaturated fatty acid.",C1CC(C=C1)CCCCCC/C=C/CCCCC(=O)O
"The molecule is a member of the class of cyclohexenones that is 5-(hydroxymethyl)cyclohex-2-en-1-one carrying three additional hydroxy substituents at positions 2, 3 and 5. It is a member of cyclohexenones, an enone and a tetrol. It is a conjugate acid of a (R)-demethyl-4-deoxygadusol(1-). It derives from a hydride of an alicyclic compound.",C1C(=C(C(=O)C[C@]1(CO)O)O)O
The molecule is a monohydroxypyridine that is picolinic acid in which the hydrogen at position 3 is replaced by a hydroxy group. It is used as a matrix in matrix-assisted laser desorption/ionization (MALDI) mass spectrometry for the analysis of oligonucleotides. It has a role as a MALDI matrix material. It is a monohydroxypyridine and a monocarboxylic acid.,C1=CC(=C(N=C1)C(=O)O)O
"The molecule is a beta-D-glucoside that is the 2-azidoethyl glycoside of a tetrasaccharide (Streptococcus pneumoniae serotype 3 tetrasaccharide) consisting of two beta-D-glucuronosyl-(1->4)-beta-D-glucosyl disaccharide units linked (1->3). It has a role as an antigen. It is a beta-D-glucoside, a tetrasaccharide derivative and an azide.",C(CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O)O)O)O)N=[N+]=[N-]
"The molecule is a cytochalasan alkaloid found in Chaetomium globosum and Chaetomium subaffine. It has a role as a Chaetomium metabolite. It is a cytochalasan alkaloid, a member of indoles and a macrocycle.",C[C@H]\\1C/C=C/[C@H]2C=C([C@H]([C@@H]3[C@@]2(C(=O)/C=C\\C(=O)C/C(=C1)/C)C(=O)N[C@H]3CC4=CNC5=CC=CC=C54)C)C
"The molecule is a diterpenoid that is linalool in which one of the terminal methyl hydrogens is substituted by a geranyl group (the 6E,10E-geoisomer) It has a role as a metabolite, a fragrance and an EC 2.3.1.50 (serine C-palmitoyltransferase) inhibitor. It is a tertiary alcohol and a diterpenoid.",CC(=CCC/C(=C/CC/C(=C/CCC(C)(C=C)O)/C)/C)C
"The molecule is an organochlorine compound that is the 3'-hydroxylated metabolite of diclofenac. It has a role as a drug metabolite and an allergen. It is a dichlorobenzene, a monocarboxylic acid, a member of phenols and a secondary amino compound. It derives from a diclofenac.",C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC(=C2Cl)O)Cl
"The molecule is a quassinoid isolated from Simaba guianensis and has been shown to exhibit antimalarial activity. It has a role as a metabolite and an antimalarial. It is a delta-lactone, a cyclic ether, an enone, an organic heteropentacyclic compound, a quassinoid, a triol, an enoate ester and a secondary alpha-hydroxy ketone. It derives from a 3-methylbut-2-enoic acid.",CC1=CC(=O)[C@H]([C@]2([C@H]1C[C@@H]3[C@]45[C@@H]2[C@H]([C@@H]([C@]([C@@H]4[C@H](C(=O)O3)OC(=O)C=C(C)C)(OC5)C)O)O)C)O
The molecule is a linear trisaccharide consisting of three alpha-D-rhamose units joined by an alpha-(1->3)- and an alpha-(1->2)- linkage. It has a role as an epitope.,C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O)O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)C)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)O)O)O)O)O
"The molecule is an oxysterol that is cholesterol substituted at position 26 by a hydroxy group. It has a role as a human metabolite and an EC 3.1.1.1 (carboxylesterase) inhibitor. It is a 26-hydroxy steroid, an oxysterol and a 3beta-hydroxy-Delta(5)-steroid. It derives from a cholesterol.",C[C@H](CCCC(C)CO)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C
The molecule is a sulfonium compound that is the conjugate acid of S-methyl-L-methioninate. It has a role as a Saccharomyces cerevisiae metabolite and an Escherichia coli metabolite. It is a conjugate acid of a S-methyl-L-methioninate. It is a tautomer of a S-methyl-L-methionine zwitterion.,C[S+](C)CC[C@@H](C(=O)O)N
"The molecule is a cholesteryl ester obtained by formal condensation of the carboxy group of (11Z,14Z,17Z)-icosatrienoic acid with the 3-hydroxy group of cholesterol. It derives from an all-cis-icosa-11,14,17-trienoic acid.",CC/C=C\\C/C=C\\C/C=C\\CCCCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C
The molecule is an aldehydo-N-acyl-D-mannosamine 6-phosphate that has acetyl as the acyl group. It derives from an aldehydo-D-mannosamine. It is a conjugate acid of a N-acetyl-D-mannosamine 6-phosphate(2-).,CC(=O)N[C@H](C=O)[C@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
The molecule is an amino disaccharide that consists of N-acetyl-beta-D-glucosamine having a 6-O-sulfo-beta-D-galactosyl residue attached at position 4. It has a role as an epitope. It is an amino disaccharide and an oligosaccharide sulfate.,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)COS(=O)(=O)O)O)O)O)O
"The molecule is a tetracyclic triterpenoid that is 24,25-dihydrolanosterol carrying an additional methylene substituent at position 24. A natural product found in Taiwanofungus camphoratus. It has a role as a fungal metabolite. It is a 3beta-sterol, a tetracyclic triterpenoid and a 14alpha-methyl steroid. It derives from a 24,25-dihydrolanosterol.",C[C@H](CCC(=C)C(C)C)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C
The molecule is a derivative of L-serine having a 3-O-D-galactosyl-N-acetyl-beta-D-galactosaminyl moiety attached to the side-chain oxygen. It is an O-glycosyl-L-serine and a non-proteinogenic L-alpha-amino acid. It is a tautomer of an O-(3-O-D-galactosyl-N-acetyl-beta-D-galactosaminyl)-L-serine zwitterion.,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1OC[C@@H](C(=O)O)N)CO)O)OC2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O
"The molecule is a non-proteinogenic alpha-amino acid that is homocysteine in which the thiol group has benn oxidised to the corresponding sulfonic acid. It is an amino sulfonic acid, a carboxyalkanesulfonic acid and a non-proteinogenic alpha-amino acid. It derives from a homocysteine.",C(CS(=O)(=O)O)C(C(=O)O)N
"The molecule is an extended flavonoid that consists of (2S)-flavanone substituted by a hydroxy group at position 5, methoxy groups at positions 3' and 4' , a prenyl group at position 6 and a gem-dimethylpyran ring fused across positions 7 and 8. Isolated from Lonchocarpus utilis and Lonchocarpus urucu, it acts as a NADH:ubiquinone reductase inhibitor. It has a role as an EC 1.6.5.3 [NADH:ubiquinone reductase (H(+)-translocating)] inhibitor and a plant metabolite. It is an extended flavonoid, a dimethoxyflavanone, a monohydroxyflavanone, a pyranochromane, a member of 4'-methoxyflavanones and a member of 3'-methoxyflavanones.",CC(=CCC1=C(C2=C(C3=C1OC(C=C3)(C)C)O[C@@H](CC2=O)C4=CC(=C(C=C4)OC)OC)O)C
The molecule is an organic cation that is the conjugate acid of serpentine. It is the major species at pH 7.3. It is a conjugate acid of a serpentine.,C[C@H]1[C@H]2C[N+]3=C(C[C@@H]2C(=CO1)C(=O)OC)C4=C(C=C3)C5=CC=CC=C5N4
"The molecule is an organophosphate oxoanion that is the tetraanion of beta-D-fructofuranose 2,6-bisphosphate. It has a role as a human metabolite and a Saccharomyces cerevisiae metabolite. It is a conjugate base of a beta-D-fructofuranose 2,6-bisphosphate.",C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)OP(=O)([O-])[O-])O)O)OP(=O)([O-])[O-]
"The molecule is an amino trisaccharide consisting of 2-acetamido-2-deox-beta-D-glucoyranosyl, beta-D-mannopyranosyl and 2-acetamido-2-deoxy-D-glucopyranosyl residues joined in sequence by (1->4) glycosidic linkages. It is an amino sugar, an amino trisaccharide and a member of acetamides. It derives from a beta-D-Manp-(1->4)-D-GlcpNAc.",CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@@H]2[C@H](O[C@H]([C@H]([C@H]2O)O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)NC(=O)C)O)CO)CO)CO)O)O
The molecule is an alkane that is undecane substituted by a methyl group at position 4. Metabolite observed in cancer metabolism. It has a role as a human metabolite. It derives from a hydride of an undecane.,CCCCCCCC(C)CCC
"The molecule is a steroid glucosiduronic acid that is epitestosterone in which the hydroxy hydrogen at position 17 has been replaced by a beta-D-glucuronyl residue. It is a 3-oxo steroid, a steroid glucosiduronic acid, an enone and a beta-D-glucosiduronic acid. It derives from an epitestosterone. It is a conjugate acid of an epitestosterone 17-O-(beta-D-glucuronide)(1-).",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)CCC5=CC(=O)CC[C@]35C
"The molecule is a monocarboxylic acid anion that is the conjugate base of zofenoprilat, obtained by deprotonation of the carboxy group. It is a conjugate base of a zofenoprilat.",C[C@H](CS)C(=O)N1C[C@H](C[C@H]1C(=O)[O-])SC2=CC=CC=C2
"The molecule is a sulfur-containing amino acid consisting of 2-aminoheptanoic acid having a methylthio substituent at the 7-position. It is a sulfur-containing amino acid, a non-proteinogenic alpha-amino acid and a methyl sulfide. It is a tautomer of a trihomomethionine zwitterion.",CSCCCCCC(C(=O)O)N
"The molecule is an organophosphate oxoanion that is the trianion of ditrans,polycis-dodecaprenyl diphosphate arising from deprotonation of the diphosphate OH groups; major species at pH 7.3. It derives from a ditrans,polycis-dodecaprenyl phosphate(2-). It is a conjugate base of a ditrans,polycis-dodecaprenyl diphosphate.",CC(=CCC/C(=C/CC/C(=C/CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\COP(=O)([O-])OP(=O)([O-])[O-])/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C
"The molecule is a linear amino trisaccharide consisting of a beta-D-galactosyl residue linked (1->3) to an N-acetyl-D-glucosaminyl residue, which is in turn linked (1->3) to N-acetyl-D-glucosamine at the reducing end. It is an amino trisaccharide and a galactosamine oligosaccharide.",CC(=O)N[C@@H]1[C@H]([C@H]([C@H](OC1O)CO)O)OC2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)NC(=O)C
"The molecule is a docosanoid that is (7Z,10Z,13Z,15E,19Z)-docosapentaenoic acid carrying an oxo substituent at position 17. An intermediate of specialised proresolving mediators. It has a role as a human xenobiotic metabolite. It is an enone, a docosanoid and an oxo fatty acid. It derives from a (7Z,10Z,13Z,16Z,19Z)-docosapentaenoic acid. It is a conjugate acid of a (7Z,10Z,13Z,15E,19Z)-17-oxodocosapentaenoate.",CC/C=C\\CC(=O)/C=C/C=C\\C/C=C\\C/C=C\\CCCCCC(=O)O
The molecule is a tripeptide composed of one L-glutamine and two L-cysteine units joined by peptide linkages. It derives from a L-glutamine and a L-cysteine.,C(CC(=O)N)[C@@H](C(=O)N[C@@H](CS)C(=O)N[C@@H](CS)C(=O)O)N
"The molecule is a derivative of succinic acid in which one of the carboxy groups is esterified by the C-21 hydroxy group of cortisol (hydrocortisone). It is a dicarboxylic acid monoester, a hemisuccinate and a tertiary alpha-hydroxy ketone. It derives from a cortisol.",C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC(=O)O)O)C)O
The molecule is an S-acyl-4'-phosphopantetheine obtained by formal condensation of the thiol group of D-pantetheine 4'-phosphate with the carboxy group of cholic acid. It has a role as a mouse metabolite. It derives from a cholic acid. It is a conjugate acid of a S-choloyl-4'-phosphopantetheine(2-).,C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
The molecule is a C-nitro compound that is a phosphonate transition state analogue with affinity for catalytic antibody (esterase) CNJ206. It has a role as an epitope. It is a C-nitro compound and an organophosphonate oxoanion.,CP(=O)([O-])OC1=CC=C(C=C1)[N+](=O)[O-]
"The molecule is a D-fructofuranose 1,6-bisphosphate(4-) that is the conjugate base of alpha-D-fructofuranose 1,6-bisphosphate. It is a conjugate base of an alpha-D-fructofuranose 1,6-bisphosphate.",C([C@@H]1[C@H]([C@@H]([C@@](O1)(COP(=O)([O-])[O-])O)O)O)OP(=O)([O-])[O-]
"The molecule is a hydroxy-amino acid that is aspartic acid in which one of the methylene hydrogens has been replaced by a hydroxy group. It is a hydroxy-amino acid, an amino dicarboxylic acid, a C4-dicarboxylic acid and an aspartic acid derivative.",C(C(C(=O)O)O)(C(=O)O)N
"The molecule is a diterpene lactone isolated from the whole plants of Ajuga ciliata. It has a role as a plant metabolite. It is a butenolide, a diterpene lactone, an acetate ester and a spiro-epoxide.",CC[C@H](C)C(=O)O[C@@H]1CC[C@]2(CO2)[C@]3([C@H]1[C@@]([C@@H](C[C@@H]3OC(=O)C)C)(C)C[C@@H](C4=CC(=O)OC4)OC(=O)/C(=C/C)/C)COC(=O)C
"The molecule is a 2,3-trans-enoyl CoA(4-) obtained by deprotonation of the phosphate and diphosphate OH groups of trans-2-octacosenoyl-CoA; major species at pH 7.3. It is a conjugate base of a trans-octacos-2-enoyl-CoA.",CCCCCCCCCCCCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
"The molecule is a member of the class of naphthalenediols that is naphthalene-1,4-diol substituted at position 2 by a phytyl group. It is a member of naphthalenediols, an olefinic compound and a naphthohydroquinone. It derives from a naphthalene-1,4-diol.",C[C@@H](CCC[C@@H](C)CCC/C(=C/CC1=C(C2=CC=CC=C2C(=C1)O)O)/C)CCCC(C)C
"The molecule is a 2-oxo monocarboxylic acid that is pyruvic acid substituted at position 3 by a 4-hydroxycyclohexa-1,5-dien-1-yl group It is a 2-oxo monocarboxylic acid and a secondary alcohol. It derives from a pyruvic acid. It is a conjugate acid of a 3,4-dihydro-4-hydroxyphenylpyruvate.",C1C=C(C=CC1O)CC(=O)C(=O)O
The molecule is a methanesulfonate (mesylate) salt prepared from equimolar amounts of osimertinib and methanesulfonic acid. Used for treatment of EGFR T790M mutation positive non-small cell lung cancer. It has a role as an antineoplastic agent and an epidermal growth factor receptor antagonist. It contains an osimertinib(1+).,CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC.CS(=O)(=O)O
The molecule is a doubly-charged sulfonatobenzoate consisting of benzoate having a sufonato group at the 4-position. It derives from a benzoate. It is a conjugate base of a 4-sulfobenzoic acid.,C1=CC(=CC=C1C(=O)[O-])S(=O)(=O)[O-]
The molecule is an organic anion obtained by deprotonation of the carboxy and one of the hydroxy groups as well as protonation of the amino group of A41030A; major species at pH 7.3. It is a conjugate base of an A41030A.,C1[C@H]2C(=O)N[C@@H](C3=CC(=CC(=C3)OC4=C(C=CC(=C4)[C@H](C(=O)N2)[NH3+])O)O)C(=O)N[C@@H]5C6=CC(=C(C(=C6)OC7=C(C=C(C=C7)[C@H]([C@H]8C(=O)N[C@H](C9=C(C(=CC(=C9)O)O)C2=C(C(=CC(=C2)[C@H](C(=O)N8)NC5=O)Cl)O)C(=O)[O-])O)Cl)[O-])OC2=C(C=C1C=C2)Cl
The molecule is a primary alcohol that is pentanol substituted by a methyl group at position 3. It has a role as a plant metabolite.,CCC(C)CCO
The molecule is an N-acylpiperidine that is piperidine in which the hydrogen attached to the nitrogen is replaced by an acetyl group. It is a N-acylpiperidine and a monocarboxylic acid amide.,CC(=O)N1CCCCC1
"The molecule is a dTDP-4-amino-4,6-dideoxy-D-galactose in which the anomeric centre of the pyranose fragment has alpha-configuration. It is a conjugate acid of a dTDP-4-amino-4,6-dideoxy-alpha-D-galactose(1-).",C[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O)N
